Sample_ID,Plant_Material,UV_Visible,SEM,TEM,EDAX,XRD,Particle_Size,Antifungal_Activity,Antibacterial_Activity,Antioxidant_Activity,Anti_Inflammatory_Activity
1035,Smilax Zeylanica leaves,481.65,56.12,3.76,1.23,63.49,67.94,0,1,0,1
1036,Smilax Zeylanica leaves,328.29,64.51,8.05,32.34,62.89,18.13,0,1,0,1
1037,Smilax Zeylanica leaves,530.68,75.22,2.63,13.02,79.46,61.89,1,1,0,1
1038,Smilax Zeylanica leaves,538.51,76.08,8.35,63.51,38.03,39.89,1,1,1,0
1039,Smilax Zeylanica leaves,791.62,78.61,8.11,37.59,35.98,79.85,1,1,0,0
1040,Smilax Zeylanica leaves,665.15,49.08,6.09,8.53,73.16,64.64,1,0,0,1
1041,Smilax Zeylanica leaves,731.99,14.74,5.09,38.71,59.69,3.57,1,0,0,1
1042,Smilax Zeylanica leaves,666.91,70.29,9.04,22.41,66.1,73.77,1,1,0,1
1043,Smilax Zeylanica leaves,626.58,67.35,2.27,36.34,44.66,33.3,1,1,0,0
1044,Smilax Zeylanica leaves,559.42,11.14,6.51,94.52,50.28,50.22,1,0,1,1
1045,Smilax Zeylanica leaves,489.22,30.25,7.94,10.61,23.51,30.81,0,0,0,0
1046,Smilax Zeylanica leaves,724.44,52.37,4.32,46.26,57.53,26.33,1,1,0,1
1047,Smilax Zeylanica leaves,601.41,62.57,6.13,24.87,54.13,84.33,1,1,0,1
1048,Smilax Zeylanica leaves,723.2,23.25,3.0,51.41,57.76,31.29,1,0,1,1
1049,Smilax Zeylanica leaves,340.85,26.29,4.41,33.77,21.37,68.95,0,0,0,0
1050,Smilax Zeylanica leaves,312.04,77.26,2.53,30.08,75.32,61.07,0,1,0,1
1051,Smilax Zeylanica leaves,331.05,30.81,7.82,13.47,70.16,70.31,0,0,0,1
1052,Smilax Zeylanica leaves,404.01,51.97,7.27,16.59,67.09,10.21,0,1,0,1
1053,Smilax Zeylanica leaves,345.26,76.64,3.2,66.31,31.25,81.91,0,1,1,0
1054,Smilax Zeylanica leaves,356.2,99.29,8.35,93.19,58.04,67.57,0,1,1,1
1055,Smilax Zeylanica leaves,433.71,37.45,9.39,82.24,48.76,57.02,0,0,1,0
1056,Smilax Zeylanica leaves,388.82,66.44,2.37,83.95,49.31,27.19,0,1,1,0
1057,Smilax Zeylanica leaves,203.72,83.85,8.24,6.03,24.73,77.0,0,1,0,0
1058,Smilax Zeylanica leaves,662.48,71.41,2.22,36.04,47.75,31.2,1,1,0,0
1059,Smilax Zeylanica leaves,660.93,31.05,5.82,57.09,49.29,55.75,1,0,1,0
1060,Smilax Zeylanica leaves,569.57,23.14,3.68,24.3,56.85,85.1,1,0,0,1
1061,Smilax Zeylanica leaves,775.2,10.83,6.34,70.66,40.76,53.06,1,0,1,0
1062,Smilax Zeylanica leaves,662.38,54.9,1.05,64.49,56.27,45.46,1,1,1,1
1063,Smilax Zeylanica leaves,401.26,12.36,6.41,44.13,44.31,92.4,0,0,0,0
1064,Smilax Zeylanica leaves,202.65,86.8,9.71,90.99,61.37,16.92,0,1,1,1
1065,Smilax Zeylanica leaves,359.49,86.66,5.33,82.62,27.29,53.22,0,1,1,0
1066,Smilax Zeylanica leaves,313.71,14.57,8.72,43.6,27.18,93.07,0,0,0,0
1067,Smilax Zeylanica leaves,582.79,32.11,2.47,96.86,24.51,73.6,1,0,1,0
1068,Smilax Zeylanica leaves,342.51,30.6,6.3,97.47,34.58,10.24,0,0,1,0
1069,Smilax Zeylanica leaves,329.37,13.45,3.5,90.77,79.92,73.18,0,0,1,1
1070,Smilax Zeylanica leaves,318.99,24.35,9.74,72.76,37.0,46.32,0,0,1,0
1071,Smilax Zeylanica leaves,515.62,90.43,4.58,47.8,30.07,89.3,1,1,0,0
1072,Smilax Zeylanica leaves,312.06,21.13,1.97,14.65,72.14,36.84,0,0,0,1
1073,Smilax Zeylanica leaves,497.52,78.07,9.9,62.63,76.62,34.12,0,1,1,1
1074,Smilax Zeylanica leaves,263.7,20.63,3.59,37.59,52.77,26.13,0,0,0,1
1075,Smilax Zeylanica leaves,328.88,77.66,9.86,9.0,62.55,84.81,0,1,0,1
1076,Smilax Zeylanica leaves,641.61,24.04,9.24,12.92,33.37,64.26,1,0,0,0
1077,Smilax Zeylanica leaves,588.16,56.09,1.98,4.07,45.53,17.28,1,1,0,0
1078,Smilax Zeylanica leaves,592.92,59.3,7.31,42.52,63.33,33.15,1,1,0,1
1079,Smilax Zeylanica leaves,262.04,10.5,7.79,86.26,66.08,84.21,0,0,1,1
1080,Smilax Zeylanica leaves,657.41,97.3,3.67,26.01,39.62,68.62,1,1,0,0
1081,Smilax Zeylanica leaves,298.84,31.28,3.11,57.99,57.95,92.52,0,0,1,1
1082,Smilax Zeylanica leaves,525.88,72.24,9.02,53.14,25.31,57.37,1,1,1,0
1083,Smilax Zeylanica leaves,334.78,36.84,1.83,56.07,48.67,40.89,0,0,1,0
1084,Smilax Zeylanica leaves,523.08,31.72,8.64,69.81,38.77,44.32,1,0,1,0
1085,Smilax Zeylanica leaves,430.79,32.93,2.49,32.96,68.67,53.2,0,0,0,1
1086,Smilax Zeylanica leaves,594.77,86.18,3.93,13.26,62.45,71.42,1,1,0,1
1087,Smilax Zeylanica leaves,694.44,48.35,6.81,21.09,23.26,46.18,1,0,0,0
1088,Smilax Zeylanica leaves,710.28,48.88,1.06,84.32,53.62,51.13,1,0,1,1
1089,Smilax Zeylanica leaves,709.04,28.9,1.68,11.8,34.66,92.17,1,0,0,0
1090,Smilax Zeylanica leaves,451.59,47.2,5.46,61.25,55.72,28.89,0,0,1,1
1091,Smilax Zeylanica leaves,494.87,67.38,9.02,47.8,70.95,97.91,0,1,0,1
1092,Smilax Zeylanica leaves,215.91,24.32,6.22,25.59,55.17,36.02,0,0,0,1
1093,Smilax Zeylanica leaves,326.34,35.17,4.28,39.98,52.56,62.98,0,0,0,1
1094,Smilax Zeylanica leaves,242.57,69.38,9.79,66.09,65.29,40.65,0,1,1,1
1095,Smilax Zeylanica leaves,483.31,33.35,9.53,97.43,52.58,25.83,0,0,1,1
1096,Smilax Zeylanica leaves,200.12,90.71,9.58,20.18,75.41,97.11,0,1,0,1
1097,Smilax Zeylanica leaves,516.59,12.27,2.37,43.02,66.76,6.36,1,0,0,1
1098,Smilax Zeylanica leaves,522.0,61.48,2.35,83.38,57.55,66.9,1,1,1,1
1099,Smilax Zeylanica leaves,702.61,59.64,6.55,24.64,79.23,79.66,1,1,0,1
1100,Smilax Zeylanica leaves,480.68,32.98,5.71,83.39,39.45,95.65,0,0,1,0
1101,Smilax Zeylanica leaves,671.05,43.82,4.23,91.73,62.4,58.88,1,0,1,1
1102,Smilax Zeylanica leaves,430.49,76.08,4.71,42.58,71.86,52.17,0,1,0,1
1103,Smilax Zeylanica leaves,599.26,50.6,3.64,18.55,51.61,55.51,1,1,0,1
1104,Smilax Zeylanica leaves,563.82,70.53,9.57,28.26,57.12,37.89,1,1,0,1
1105,Smilax Zeylanica leaves,648.29,65.38,3.86,46.24,72.84,5.83,1,1,0,1
1106,Smilax Zeylanica leaves,584.28,45.78,9.81,40.26,29.89,54.37,1,0,0,0
1107,Smilax Zeylanica leaves,400.73,51.75,9.45,63.38,56.92,74.45,0,1,1,1
1108,Smilax Zeylanica leaves,255.46,58.89,2.02,27.83,47.83,33.18,0,1,0,0
1109,Smilax Zeylanica leaves,709.72,84.51,1.92,15.63,71.45,18.48,1,1,0,1
1110,Smilax Zeylanica leaves,388.99,53.26,5.09,59.89,39.64,61.96,0,1,1,0
1111,Smilax Zeylanica leaves,217.97,37.59,3.12,70.71,34.79,87.57,0,0,1,0
1112,Smilax Zeylanica leaves,552.8,42.11,5.94,42.94,55.9,75.17,1,0,0,1
1113,Smilax Zeylanica leaves,423.35,40.29,3.44,19.37,50.55,6.99,0,0,0,1
1114,Smilax Zeylanica leaves,450.45,57.05,1.45,12.51,38.96,47.95,0,1,0,0
1115,Smilax Zeylanica leaves,794.2,97.38,5.98,29.48,22.1,34.96,1,1,0,0
1116,Smilax Zeylanica leaves,694.86,60.18,3.82,21.7,31.67,84.34,1,1,0,0
1117,Smilax Zeylanica leaves,492.41,53.11,7.48,89.79,59.02,79.15,0,1,1,1
1118,Smilax Zeylanica leaves,495.91,29.86,7.9,22.89,33.3,93.99,0,0,0,0
1119,Smilax Zeylanica leaves,514.38,79.82,6.17,12.0,37.9,41.33,1,1,0,0
1120,Smilax Zeylanica leaves,428.72,92.99,4.27,25.05,61.38,83.67,0,1,0,1
1121,Smilax Zeylanica leaves,751.41,48.1,9.45,25.52,75.82,68.27,1,0,0,1
1122,Smilax Zeylanica leaves,263.11,96.99,6.61,54.37,53.13,58.71,0,1,1,1
1123,Smilax Zeylanica leaves,239.8,20.78,7.3,82.33,55.97,29.95,0,0,1,1
1124,Smilax Zeylanica leaves,237.47,62.12,8.23,4.5,28.14,65.01,0,1,0,0
1125,Smilax Zeylanica leaves,431.46,70.39,5.96,96.13,42.09,49.24,0,1,1,0
1126,Smilax Zeylanica leaves,702.79,73.19,2.31,89.04,27.11,11.57,1,1,1,0
1127,Smilax Zeylanica leaves,321.12,20.89,7.34,96.92,20.43,54.18,0,0,1,0
1128,Smilax Zeylanica leaves,558.65,79.33,2.08,94.92,48.5,86.44,1,1,1,0
1129,Smilax Zeylanica leaves,408.47,42.75,2.84,9.35,35.19,60.56,0,0,0,0
1130,Smilax Zeylanica leaves,322.16,49.42,1.89,75.97,49.98,71.8,0,0,1,0
1131,Smilax Zeylanica leaves,646.34,85.2,4.14,89.05,29.36,12.27,1,1,1,0
1132,Smilax Zeylanica leaves,241.1,89.22,4.96,27.11,57.61,29.47,0,1,0,1
1133,Smilax Zeylanica leaves,357.44,97.48,9.07,53.31,25.29,71.17,0,1,1,0
1134,Smilax Zeylanica leaves,720.32,32.27,3.49,56.34,35.41,26.52,1,0,1,0
1135,Smilax Zeylanica leaves,375.47,93.32,1.63,22.06,78.94,3.63,0,1,0,1
1136,Smilax Zeylanica leaves,636.29,27.48,8.22,65.64,70.78,91.13,1,0,1,1
1137,Smilax Zeylanica leaves,794.08,33.4,9.51,71.37,51.0,93.48,1,0,1,1
1138,Smilax Zeylanica leaves,297.72,72.58,2.7,16.8,42.48,33.97,0,1,0,0
1139,Smilax Zeylanica leaves,774.74,76.28,6.55,4.07,78.99,60.91,1,1,0,1
1140,Smilax Zeylanica leaves,458.74,49.58,7.34,85.53,64.66,59.71,0,0,1,1
1141,Smilax Zeylanica leaves,382.14,73.64,4.77,20.12,21.22,42.92,0,1,0,0
1142,Smilax Zeylanica leaves,230.66,88.49,7.63,68.18,28.94,55.65,0,1,1,0
1143,Smilax Zeylanica leaves,600.53,87.27,2.05,17.78,32.45,72.91,1,1,0,0
1144,Smilax Zeylanica leaves,588.98,86.23,5.19,69.94,44.49,44.34,1,1,1,0
1145,Smilax Zeylanica leaves,260.9,52.13,2.27,87.12,49.11,76.62,0,1,1,0
1146,Smilax Zeylanica leaves,396.67,30.73,7.14,17.02,42.54,75.87,0,0,0,0
1147,Smilax Zeylanica leaves,343.28,62.32,9.08,10.97,42.04,14.11,0,1,0,0
1148,Smilax Zeylanica leaves,267.74,73.35,9.34,49.92,61.64,69.35,0,1,0,1
1149,Smilax Zeylanica leaves,247.26,60.79,1.78,90.82,73.52,2.35,0,1,1,1
1150,Smilax Zeylanica leaves,629.42,54.62,4.5,66.65,28.91,39.99,1,1,1,0
1151,Smilax Zeylanica leaves,673.83,97.96,1.87,67.97,68.69,26.62,1,1,1,1
1152,Smilax Zeylanica leaves,454.24,37.06,9.6,95.62,33.58,73.31,0,0,1,0
1153,Smilax Zeylanica leaves,227.02,92.81,6.04,74.69,23.94,23.93,0,1,1,0
1154,Smilax Zeylanica leaves,428.29,41.48,4.08,88.84,43.23,45.53,0,0,1,0
1155,Smilax Zeylanica leaves,404.49,36.09,7.43,62.37,58.07,82.43,0,0,1,1
1156,Smilax Zeylanica leaves,435.97,16.09,1.78,2.33,49.46,59.46,0,0,0,0
1157,Smilax Zeylanica leaves,545.91,55.12,7.22,94.95,46.85,58.68,1,1,1,0
1158,Smilax Zeylanica leaves,398.3,93.21,4.01,48.94,71.25,41.81,0,1,0,1
1159,Smilax Zeylanica leaves,399.32,43.71,2.85,72.35,28.2,79.52,0,0,1,0
1160,Smilax Zeylanica leaves,413.41,89.95,4.95,66.11,47.37,72.24,0,1,1,0
1161,Smilax Zeylanica leaves,289.47,59.76,5.67,75.01,41.54,77.24,0,1,1,0
1162,Smilax Zeylanica leaves,761.45,22.34,5.0,71.91,64.09,72.81,1,0,1,1
1163,Smilax Zeylanica leaves,730.58,31.8,3.09,67.25,22.85,47.13,1,0,1,0
1164,Smilax Zeylanica leaves,684.6,92.63,7.21,75.55,45.85,33.4,1,1,1,0
1165,Smilax Zeylanica leaves,268.14,45.11,1.42,14.84,22.42,37.8,0,0,0,0
1166,Smilax Zeylanica leaves,261.43,73.65,5.06,78.07,38.51,93.44,0,1,1,0
1167,Smilax Zeylanica leaves,568.12,26.22,2.46,6.73,44.37,9.01,1,0,0,0
1168,Smilax Zeylanica leaves,468.72,57.71,5.92,54.45,25.28,11.84,0,1,1,0
1169,Smilax Zeylanica leaves,234.09,73.54,5.33,56.12,40.64,64.93,0,1,1,0
1170,Smilax Zeylanica leaves,404.03,79.62,6.57,81.31,68.95,37.72,0,1,1,1
1171,Smilax Zeylanica leaves,651.35,50.93,2.01,79.6,35.27,40.8,1,1,1,0
1172,Smilax Zeylanica leaves,511.86,52.85,7.33,24.86,78.93,69.46,1,1,0,1
1173,Smilax Zeylanica leaves,456.27,43.19,9.65,19.48,38.16,80.01,0,0,0,0
1174,Smilax Zeylanica leaves,728.02,59.62,5.5,28.26,20.91,70.28,1,1,0,0
1175,Smilax Zeylanica leaves,494.42,81.05,1.06,60.65,45.94,5.24,0,1,1,0
1176,Smilax Zeylanica leaves,414.11,77.16,2.03,26.37,47.35,9.08,0,1,0,0
1177,Smilax Zeylanica leaves,367.1,51.65,6.82,34.92,46.33,84.83,0,1,0,0
1178,Smilax Zeylanica leaves,364.69,50.52,7.25,74.83,29.55,39.21,0,1,1,0
1179,Smilax Zeylanica leaves,225.92,26.76,3.0,2.19,62.8,72.3,0,0,0,1
1180,Smilax Zeylanica leaves,645.6,94.37,7.92,39.89,46.46,71.82,1,1,0,0
1181,Smilax Zeylanica leaves,207.04,55.93,2.27,74.15,56.34,63.18,0,1,1,1
1182,Smilax Zeylanica leaves,225.01,10.02,3.81,28.7,52.31,28.45,0,0,0,1
1183,Smilax Zeylanica leaves,505.8,76.41,3.12,2.28,78.01,82.75,1,1,0,1
1184,Smilax Zeylanica leaves,591.12,48.49,4.56,61.22,33.4,92.85,1,0,1,0
1185,Smilax Zeylanica leaves,357.88,90.05,1.16,85.57,50.14,22.27,0,1,1,1
1186,Smilax Zeylanica leaves,557.1,86.59,2.5,49.79,59.82,11.24,1,1,0,1
1187,Smilax Zeylanica leaves,302.77,77.1,5.19,40.92,24.86,69.61,0,1,0,0
1188,Smilax Zeylanica leaves,617.14,49.77,7.81,87.88,23.75,15.33,1,0,1,0
1189,Smilax Zeylanica leaves,693.3,59.53,1.99,97.92,21.22,67.14,1,1,1,0
1190,Smilax Zeylanica leaves,566.03,79.51,8.98,90.18,29.84,9.1,1,1,1,0
1191,Smilax Zeylanica leaves,673.65,74.5,9.66,78.76,59.62,64.35,1,1,1,1
1192,Smilax Zeylanica leaves,570.79,83.24,7.35,3.95,43.27,17.98,1,1,0,0
1193,Smilax Zeylanica leaves,621.29,60.11,7.74,53.11,71.92,42.62,1,1,1,1
1194,Smilax Zeylanica leaves,294.72,53.89,2.69,93.77,34.8,52.95,0,1,1,0
1195,Smilax Zeylanica leaves,370.11,30.13,1.02,17.61,52.54,77.95,0,0,0,1
1196,Smilax Zeylanica leaves,711.12,74.97,3.93,21.32,46.28,81.99,1,1,0,0
1197,Smilax Zeylanica leaves,618.7,62.79,2.61,4.92,66.51,40.5,1,1,0,1
1198,Smilax Zeylanica leaves,785.49,50.66,3.4,50.33,78.58,44.15,1,1,1,1
1199,Smilax Zeylanica leaves,375.44,36.07,9.94,25.92,76.07,82.91,0,0,0,1
1200,Smilax Zeylanica leaves,632.71,90.09,9.9,8.25,25.46,96.98,1,1,0,0
1201,Smilax Zeylanica leaves,612.11,31.67,9.48,10.65,75.54,81.28,1,0,0,1
1202,Smilax Zeylanica leaves,278.5,48.81,1.76,89.46,58.23,96.27,0,0,1,1
1203,Smilax Zeylanica leaves,367.26,37.54,4.12,36.02,64.38,72.1,0,0,0,1
1204,Smilax Zeylanica leaves,659.13,29.02,2.9,6.08,68.6,2.74,1,0,0,1
1205,Smilax Zeylanica leaves,513.83,40.35,4.74,6.02,76.1,83.42,1,0,0,1
1206,Smilax Zeylanica leaves,491.85,97.67,3.85,89.54,22.21,29.12,0,1,1,0
1207,Smilax Zeylanica leaves,738.15,46.24,5.0,11.7,75.64,68.33,1,0,0,1
1208,Smilax Zeylanica leaves,757.6,63.52,7.17,46.62,53.55,39.23,1,1,0,1
1209,Smilax Zeylanica leaves,286.68,59.46,4.98,31.63,35.26,28.84,0,1,0,0
1210,Smilax Zeylanica leaves,534.37,24.52,1.51,76.81,22.93,35.21,1,0,1,0
1211,Smilax Zeylanica leaves,524.69,74.32,3.66,31.87,36.65,76.74,1,1,0,0
1212,Smilax Zeylanica leaves,499.28,44.19,9.37,92.32,39.29,79.62,0,0,1,0
1213,Smilax Zeylanica leaves,391.53,19.75,7.45,58.97,46.0,68.03,0,0,1,0
1214,Smilax Zeylanica leaves,760.44,46.79,7.52,19.41,47.28,87.3,1,0,0,0
1215,Smilax Zeylanica leaves,210.07,48.72,6.27,96.12,56.1,38.54,0,0,1,1
1216,Smilax Zeylanica leaves,679.29,19.16,3.78,38.82,24.62,85.71,1,0,0,0
1217,Smilax Zeylanica leaves,458.38,37.34,9.79,93.47,47.94,54.87,0,0,1,0
1218,Smilax Zeylanica leaves,557.44,77.15,8.57,26.37,40.39,69.32,1,1,0,0
1219,Smilax Zeylanica leaves,538.23,63.47,8.53,5.2,29.41,16.7,1,1,0,0
1220,Smilax Zeylanica leaves,469.39,91.97,9.73,9.23,73.59,81.89,0,1,0,1
1221,Smilax Zeylanica leaves,700.1,13.7,8.19,69.07,58.99,97.89,1,0,1,1
1222,Smilax Zeylanica leaves,603.3,46.63,3.41,68.28,66.76,24.5,1,0,1,1
1223,Smilax Zeylanica leaves,665.66,84.57,9.79,54.36,76.87,58.7,1,1,1,1
1224,Smilax Zeylanica leaves,685.21,81.75,5.2,4.58,78.0,51.11,1,1,0,1
1225,Smilax Zeylanica leaves,509.11,75.39,1.34,69.43,25.5,18.29,1,1,1,0
1226,Smilax Zeylanica leaves,206.91,48.34,5.73,62.67,20.47,81.5,0,0,1,0
1227,Smilax Zeylanica leaves,337.99,88.29,1.58,71.36,31.92,67.51,0,1,1,0
1228,Smilax Zeylanica leaves,323.13,38.38,5.28,84.17,73.86,52.86,0,0,1,1
1229,Smilax Zeylanica leaves,382.22,81.89,6.12,15.74,63.09,63.67,0,1,0,1
1230,Smilax Zeylanica leaves,583.05,71.95,6.65,42.09,26.78,85.15,1,1,0,0
1231,Smilax Zeylanica leaves,314.82,47.88,1.65,53.51,43.49,80.75,0,0,1,0
1232,Smilax Zeylanica leaves,725.65,36.95,1.69,86.01,75.64,42.09,1,0,1,1
1233,Smilax Zeylanica leaves,259.31,93.74,9.12,31.25,26.13,64.96,0,1,0,0
1234,Smilax Zeylanica leaves,386.0,40.35,7.26,28.57,35.95,2.54,0,0,0,0
1235,Smilax Zeylanica leaves,221.05,22.28,7.84,93.64,20.71,29.27,0,0,1,0
1236,Smilax Zeylanica leaves,364.05,80.03,4.91,64.95,77.42,16.85,0,1,1,1
1237,Smilax Zeylanica leaves,342.2,40.27,9.33,68.19,42.71,37.0,0,0,1,0
1238,Smilax Zeylanica leaves,235.53,31.07,9.44,53.5,57.69,99.71,0,0,1,1
1239,Smilax Zeylanica leaves,599.99,13.65,6.25,24.99,25.86,80.08,1,0,0,0
1240,Smilax Zeylanica leaves,714.58,12.8,6.12,79.94,45.26,20.66,1,0,1,0
1241,Smilax Zeylanica leaves,722.78,22.35,8.33,81.93,33.13,73.85,1,0,1,0
1242,Smilax Zeylanica leaves,269.56,40.43,6.6,72.73,59.38,52.73,0,0,1,1
1243,Smilax Zeylanica leaves,275.03,31.21,4.24,7.09,32.09,58.44,0,0,0,0
1244,Smilax Zeylanica leaves,291.79,64.35,1.56,10.05,78.45,94.83,0,1,0,1
1245,Smilax Zeylanica leaves,593.97,79.25,9.78,61.43,59.93,24.13,1,1,1,1
1246,Smilax Zeylanica leaves,799.56,46.61,5.61,69.93,66.01,37.22,1,0,1,1
1247,Smilax Zeylanica leaves,769.46,92.91,4.5,72.19,30.19,56.19,1,1,1,0
1248,Smilax Zeylanica leaves,784.49,37.27,6.24,19.67,37.35,17.59,1,0,0,0
1249,Smilax Zeylanica leaves,394.47,30.09,4.07,64.39,65.42,51.75,0,0,1,1
1250,Smilax Zeylanica leaves,545.43,15.37,4.31,50.48,31.12,33.93,1,0,1,0
1251,Smilax Zeylanica leaves,454.39,47.1,7.95,90.51,40.21,56.01,0,0,1,0
1252,Smilax Zeylanica leaves,579.8,42.24,5.52,48.66,54.77,5.39,1,0,0,1
1253,Smilax Zeylanica leaves,796.76,55.17,4.8,13.08,32.11,3.73,1,1,0,0
1254,Smilax Zeylanica leaves,451.78,65.54,1.79,33.74,67.3,80.79,0,1,0,1
1255,Smilax Zeylanica leaves,670.34,13.79,5.46,54.62,63.35,26.9,1,0,1,1
1256,Smilax Zeylanica leaves,654.87,33.02,6.02,77.97,67.26,60.66,1,0,1,1
1257,Smilax Zeylanica leaves,379.78,89.19,4.98,37.02,33.67,65.46,0,1,0,0
1258,Smilax Zeylanica leaves,584.63,95.55,2.76,12.81,46.0,77.05,1,1,0,0
1259,Smilax Zeylanica leaves,350.49,53.25,2.94,70.83,73.75,82.85,0,1,1,1
1260,Smilax Zeylanica leaves,357.07,78.56,7.11,76.29,22.81,2.96,0,1,1,0
1261,Smilax Zeylanica leaves,386.24,55.48,2.2,4.45,62.59,88.56,0,1,0,1
1262,Smilax Zeylanica leaves,316.23,22.01,1.79,62.47,36.77,62.87,0,0,1,0
1263,Smilax Zeylanica leaves,221.38,25.68,1.72,95.62,72.18,98.91,0,0,1,1
1264,Smilax Zeylanica leaves,461.99,91.78,4.3,32.45,52.34,69.66,0,1,0,1
1265,Smilax Zeylanica leaves,413.69,89.98,5.94,15.3,20.38,46.88,0,1,0,0
1266,Smilax Zeylanica leaves,649.38,26.62,4.21,87.24,78.43,58.54,1,0,1,1
1267,Smilax Zeylanica leaves,716.5,62.57,5.42,23.35,29.2,65.47,1,1,0,0
1268,Smilax Zeylanica leaves,627.06,33.19,4.18,38.76,68.85,22.42,1,0,0,1
1269,Smilax Zeylanica leaves,280.39,45.81,6.35,10.49,45.74,76.29,0,0,0,0
1270,Smilax Zeylanica leaves,649.62,31.66,4.89,94.31,41.91,22.53,1,0,1,0
1271,Smilax Zeylanica leaves,755.41,53.34,9.08,26.23,52.32,36.88,1,1,0,1
1272,Smilax Zeylanica leaves,555.82,96.74,3.69,92.33,73.63,37.21,1,1,1,1
1273,Smilax Zeylanica leaves,592.67,40.89,7.97,0.09,75.89,6.37,1,0,0,1
1274,Smilax Zeylanica leaves,366.81,89.28,3.32,98.31,48.7,19.79,0,1,1,0
1275,Smilax Zeylanica leaves,435.36,46.03,8.23,55.23,34.84,54.59,0,0,1,0
1276,Smilax Zeylanica leaves,557.75,12.88,7.72,56.71,41.97,32.33,1,0,1,0
1277,Smilax Zeylanica leaves,647.89,95.74,8.78,21.44,55.21,5.38,1,1,0,1
1278,Smilax Zeylanica leaves,448.77,54.43,7.04,0.86,44.0,38.74,0,1,0,0
1279,Smilax Zeylanica leaves,783.32,16.53,8.6,52.85,23.54,37.5,1,0,1,0
1280,Smilax Zeylanica leaves,349.39,78.01,6.72,90.16,63.47,86.19,0,1,1,1
1281,Smilax Zeylanica leaves,278.29,20.11,8.63,81.87,52.34,43.64,0,0,1,1
1282,Smilax Zeylanica leaves,468.53,16.88,4.53,85.25,52.88,94.61,0,0,1,1
1283,Smilax Zeylanica leaves,346.7,53.9,1.91,87.17,54.15,96.31,0,1,1,1
1284,Smilax Zeylanica leaves,441.2,63.48,4.65,62.86,53.56,23.85,0,1,1,1
1285,Smilax Zeylanica leaves,213.21,39.14,3.34,81.2,61.61,21.96,0,0,1,1
1286,Smilax Zeylanica leaves,547.63,17.72,6.96,7.99,22.69,43.78,1,0,0,0
1287,Smilax Zeylanica leaves,414.59,26.92,2.77,99.06,75.93,15.05,0,0,1,1
1288,Smilax Zeylanica leaves,344.01,30.32,9.3,61.27,22.4,16.18,0,0,1,0
1289,Smilax Zeylanica leaves,513.6,61.1,1.63,23.79,35.25,87.21,1,1,0,0
1290,Smilax Zeylanica leaves,434.18,75.77,4.82,32.79,37.42,44.57,0,1,0,0
1291,Smilax Zeylanica leaves,333.32,35.15,5.72,39.36,67.91,70.87,0,0,0,1
1292,Smilax Zeylanica leaves,296.93,25.49,9.21,91.57,23.47,73.66,0,0,1,0
1293,Smilax Zeylanica leaves,462.8,21.93,5.86,60.26,39.04,22.1,0,0,1,0
1294,Smilax Zeylanica leaves,468.37,86.28,2.49,53.71,62.9,88.73,0,1,1,1
1295,Smilax Zeylanica leaves,732.76,73.28,2.64,36.61,48.59,67.06,1,1,0,0
1296,Smilax Zeylanica leaves,218.4,22.82,3.89,23.41,53.54,15.98,0,0,0,1
1297,Smilax Zeylanica leaves,394.51,79.59,8.71,65.31,54.03,99.95,0,1,1,1
1298,Smilax Zeylanica leaves,213.18,90.94,6.82,77.79,27.86,62.06,0,1,1,0
1299,Smilax Zeylanica leaves,407.91,37.18,7.04,69.01,29.6,80.91,0,0,1,0
1300,Smilax Zeylanica leaves,692.7,14.28,6.5,92.81,27.0,9.44,1,0,1,0
1301,Smilax Zeylanica leaves,257.1,18.5,4.21,5.47,66.14,61.78,0,0,0,1
1302,Smilax Zeylanica leaves,260.68,40.8,5.68,43.19,44.04,37.94,0,0,0,0
1303,Smilax Zeylanica leaves,419.34,57.89,8.99,63.18,41.66,17.69,0,1,1,0
1304,Smilax Zeylanica leaves,490.95,16.13,2.74,15.05,52.33,85.77,0,0,0,1
1305,Smilax Zeylanica leaves,552.48,30.72,2.73,83.77,54.43,89.87,1,0,1,1
1306,Smilax Zeylanica leaves,344.4,10.3,9.65,16.78,33.49,99.16,0,0,0,0
1307,Smilax Zeylanica leaves,681.44,52.6,7.21,22.34,61.09,62.54,1,1,0,1
1308,Smilax Zeylanica leaves,402.87,37.84,8.91,27.2,60.09,71.99,0,0,0,1
1309,Smilax Zeylanica leaves,580.0,47.3,2.42,78.28,78.22,67.92,1,0,1,1
1310,Smilax Zeylanica leaves,669.23,30.2,3.84,5.66,57.18,49.42,1,0,0,1
1311,Smilax Zeylanica leaves,663.57,27.16,1.37,19.59,29.16,63.85,1,0,0,0
1312,Smilax Zeylanica leaves,716.2,29.9,3.59,72.88,61.26,58.32,1,0,1,1
1313,Smilax Zeylanica leaves,769.87,70.47,4.87,7.96,39.65,99.48,1,1,0,0
1314,Smilax Zeylanica leaves,327.41,95.56,7.0,28.78,55.11,44.73,0,1,0,1
1315,Smilax Zeylanica leaves,734.22,18.47,4.41,63.51,50.56,17.12,1,0,1,1
1316,Smilax Zeylanica leaves,565.78,37.54,6.29,8.67,23.0,33.14,1,0,0,0
1317,Smilax Zeylanica leaves,502.55,98.26,2.48,74.63,46.71,74.89,1,1,1,0
